DocNames,Ott-Tribe Negotiations,Tun-Alg Conflict,Public Works,Internal Discord,French Concess,Rebellions,Lead & Trans,Malfeasance,Religion & Gov,Battle of Con.,Eng Bomb_BadGov
gaid-00.txt,0.41296,0.185284,0.000047,0.000107,0.000184,0.003519,0.397344,0.000223,0.000228,0.000046,0.00006
gaid-01.txt,0.037344,0.030846,0.006168,0.014008,0.024128,0.032047,0.567327,0.029267,0.244972,0.005998,0.007896
gaid-02.txt,0.008837,0.109082,0.00146,0.003315,0.005709,0.160257,0.694051,0.006925,0.007077,0.001419,0.001868
gaid-03.txt,0.164294,0.059149,0.000089,0.000201,0.046693,0.00046,0.471615,0.00042,0.25688,0.000086,0.000113
gaid-04.txt,0.380718,0.263404,0.000091,0.000206,0.000355,0.000472,0.353677,0.000431,0.000441,0.000088,0.000116
gaid-05.txt,0.030734,0.025386,0.005077,0.011529,0.019857,0.026375,0.820909,0.024087,0.024613,0.004936,0.006498
gaid-06.txt,0.037344,0.030846,0.221234,0.014008,0.024128,0.032047,0.567327,0.029267,0.029907,0.005998,0.007896
gaid-07.txt,0.347907,0.000095,0.000019,0.0173,0.000074,0.000099,0.458393,0.089693,0.000756,0.000019,0.085645
gaid-08.txt,0.000906,0.199027,0.00015,0.005558,0.005803,0.058174,0.718174,0.00071,0.011161,0.000146,0.000192
gaid-09.txt,0.191257,0.314543,0.000067,0.000152,0.004916,0.000347,0.4856,0.000317,0.002651,0.000065,0.000085
gaid-10.txt,0.449195,0.062692,0.000137,0.090938,0.014845,0.000711,0.346473,0.034038,0.000663,0.000133,0.000175
gaid-11.txt,0.037344,0.030846,0.006168,0.014008,0.024128,0.032047,0.782392,0.029267,0.029907,0.005998,0.007896
gaid-12.txt,0.000411,0.000339,0.000068,0.00252,0.359901,0.177804,0.458152,0.000322,0.000329,0.000066,0.000087
gaid-13.txt,0.027518,0.073703,0.000672,0.001527,0.00263,0.003494,0.694914,0.167318,0.026707,0.000654,0.000861
gaid-14.txt,0.335958,0.028409,0.000259,0.000589,0.27214,0.001347,0.358229,0.00123,0.001257,0.000252,0.000332
gaid-15.txt,0.000312,0.000258,0.000052,0.000117,0.232363,0.22703,0.526659,0.012843,0.00025,0.00005,0.000066
gaid-16.txt,0.252409,0.030846,0.006168,0.014008,0.024128,0.032047,0.567327,0.029267,0.029907,0.005998,0.007896
gaid-17.txt,0.129799,0.000192,0.000038,0.459581,0.00015,0.000199,0.409588,0.000182,0.000186,0.000037,0.000049
gaid-18.txt,0.256257,0.009399,0.000236,0.000535,0.19821,0.001225,0.350497,0.017559,0.16555,0.000229,0.000302
gaid-19.txt,0.037344,0.030846,0.006168,0.014008,0.024128,0.032047,0.782392,0.029267,0.029907,0.005998,0.007896
gaid-20.txt,0.026112,0.322332,0.004313,0.009795,0.016871,0.022409,0.547077,0.020464,0.020912,0.004194,0.005521
gaid-21.txt,0.03304,0.000517,0.000103,0.000235,0.004006,0.187823,0.603775,0.162565,0.007704,0.0001,0.000132
gaid-22.txt,0.00218,0.001801,0.377009,0.013373,0.001409,0.165085,0.434878,0.001709,0.001746,0.00035,0.000461
gaid-23.txt,0.340794,0.000659,0.000132,0.060028,0.000515,0.000685,0.379683,0.000625,0.216582,0.000128,0.000169
gaid-24.txt,0.321157,0.000274,0.001964,0.175814,0.000214,0.011743,0.484366,0.00026,0.004085,0.000053,0.00007
gaid-25.txt,0.000587,0.014015,0.000097,0.00022,0.010527,0.118887,0.685399,0.00046,0.169589,0.000094,0.000124
gaid-26.txt,0.000124,0.044463,0.000021,0.000047,0.255509,0.186133,0.512745,0.000097,0.000815,0.00002,0.000026
gaid-27.txt,0.458543,0.057621,0.000071,0.000162,0.144684,0.000371,0.337702,0.000339,0.000346,0.000069,0.000091
gaid-28.txt,0.340934,0.010948,0.180727,0.000037,0.000064,0.000085,0.431555,0.000078,0.035535,0.000016,0.000021
gaid-29.txt,0.009569,0.384374,0.000234,0.000531,0.017221,0.001215,0.584085,0.00111,0.001134,0.000227,0.000299
gaid-30.txt,0.000698,0.000577,0.000115,0.000262,0.000451,0.101142,0.461042,0.434893,0.000559,0.000112,0.000148
gaid-31.txt,0.014905,0.012311,0.002462,0.005591,0.00963,0.09863,0.827308,0.011681,0.011937,0.002394,0.003151
gaid-32.txt,0.154385,0.000254,0.000051,0.349004,0.000199,0.000264,0.49347,0.002012,0.000246,0.000049,0.000065
gaid-33.txt,0.000441,0.002905,0.000073,0.000165,0.312746,0.117234,0.532549,0.000346,0.013055,0.020393,0.000093
gaid-34.txt,0.000385,0.275477,0.000064,0.000145,0.000249,0.1601,0.558389,0.002521,0.002528,0.000062,0.000081
gaid-35.txt,0.372417,0.00065,0.00013,0.000295,0.050361,0.000675,0.392649,0.000617,0.181913,0.000126,0.000166
gaid-36.txt,0.037344,0.030846,0.006168,0.014008,0.239193,0.032047,0.567327,0.029267,0.029907,0.005998,0.007896
gaid-37.txt,0.014552,0.113372,0.000356,0.000808,0.001391,0.163038,0.70227,0.001687,0.001724,0.000346,0.000455
gaid-38.txt,0.000983,0.000812,0.005823,0.000369,0.21575,0.119723,0.501772,0.012092,0.14231,0.000158,0.000208
gaid-39.txt,0.277409,0.285416,0.000046,0.000105,0.000181,0.00024,0.424777,0.000219,0.011503,0.000045,0.000059
gaid-40.txt,0.030734,0.025386,0.005077,0.011529,0.019857,0.026375,0.820909,0.024087,0.024613,0.004936,0.006498
gaid-41.txt,0.037344,0.030846,0.006168,0.014008,0.024128,0.032047,0.567327,0.029267,0.029907,0.005998,0.222961
gaid-42.txt,0.389267,0.004936,0.000124,0.000281,0.000484,0.000643,0.456024,0.147361,0.0006,0.00012,0.000158
gaid-43.txt,0.503745,0.000633,0.000127,0.000287,0.000495,0.000657,0.492557,0.0006,0.000614,0.000123,0.000162
gaid-44.txt,0.037344,0.030846,0.006168,0.014008,0.024128,0.032047,0.782392,0.029267,0.029907,0.005998,0.007896
gaid-45.txt,0.030734,0.025386,0.005077,0.011529,0.019857,0.026375,0.820909,0.024087,0.024613,0.004936,0.006498
mercier-00.txt,0.000428,0.195103,0.000071,0.002626,0.000277,0.000367,0.598146,0.000335,0.202488,0.000069,0.000091
mercier-01.txt,0.207733,0.025386,0.005077,0.011529,0.019857,0.026375,0.466911,0.024087,0.024613,0.004936,0.183497
mercier-02.txt,0.000483,0.047667,0.005641,0.000181,0.311726,0.000414,0.580114,0.053208,0.000387,0.000078,0.000102
mercier-03.txt,0.401531,0.002946,0.000039,0.00009,0.000154,0.000205,0.422783,0.171973,0.000191,0.000038,0.00005
mercier-04.txt,0.458086,0.000171,0.000034,0.000078,0.000134,0.000178,0.48368,0.057397,0.000166,0.000033,0.000044
mercier-05.txt,0.000213,0.001405,0.000035,0.079967,0.084941,0.000183,0.593177,0.00877,0.054248,0.000034,0.177025
mercier-06.txt,0.030734,0.025386,0.005077,0.011529,0.019857,0.026375,0.466911,0.201086,0.201612,0.004936,0.006498
mercier-07.txt,0.00931,0.00769,0.001538,0.003493,0.006016,0.00799,0.302306,0.007297,0.650897,0.001495,0.001969
mercier-08.txt,0.000756,0.000625,0.000125,0.000284,0.000489,0.000649,0.599338,0.392494,0.00496,0.000121,0.00016
mercier-09.txt,0.017054,0.00985,0.2164,0.000155,0.012153,0.000354,0.583949,0.093037,0.066894,0.000066,0.000087
mercier-10.txt,0.000304,0.000251,0.00005,0.000114,0.000197,0.005518,0.470758,0.000238,0.522455,0.000049,0.000064
mercier-11.txt,0.030734,0.025386,0.005077,0.011529,0.196856,0.026375,0.64391,0.024087,0.024613,0.004936,0.006498
mercier-12.txt,0.031848,0.001439,0.000288,0.000654,0.001126,0.041636,0.457983,0.001366,0.463012,0.00028,0.000368
mercier-13.txt,0.00042,0.000347,0.000069,0.000157,0.000271,0.00036,0.523723,0.47416,0.000336,0.000067,0.000089
mercier-14.txt,0.000659,0.000544,0.000109,0.000247,0.008011,0.000565,0.480326,0.000516,0.504985,0.003899,0.000139
mercier-15.txt,0.000222,0.259227,0.000037,0.000083,0.000143,0.00019,0.657995,0.00145,0.080571,0.000036,0.000047
mercier-16.txt,0.366559,0.000495,0.000099,0.000225,0.007292,0.000514,0.399234,0.224879,0.00048,0.000096,0.000127
mercier-17.txt,0.368268,0.000553,0.000007,0.000275,0.100477,0.000038,0.42468,0.000293,0.003651,0.101746,0.000009
mercier-18.txt,0.029919,0.001974,0.000395,0.000897,0.001544,0.139698,0.820897,0.001873,0.001914,0.000384,0.000505
mercier-19.txt,0.000581,0.020571,0.000096,0.000218,0.010421,0.000499,0.541229,0.007152,0.419016,0.000093,0.000123
mercier-20.txt,0.001356,0.001321,0.092449,0.00123,0.00013,0.000172,0.544837,0.024416,0.334014,0.000032,0.000042
mercier-21.txt,0.055371,0.233892,0.000038,0.018467,0.013277,0.001509,0.612667,0.060574,0.000183,0.000037,0.003987
mercier-22.txt,0.057697,0.000482,0.000096,0.000219,0.000377,0.249115,0.536328,0.155001,0.000467,0.000094,0.000123
mercier-23.txt,0.000494,0.000408,0.000082,0.000185,0.006007,0.335985,0.456812,0.199449,0.000395,0.000079,0.000104
mercier-24.txt,0.000053,0.000044,0.000009,0.044695,0.000035,0.004667,0.531985,0.080149,0.026232,0.000009,0.312121
mercier-25.txt,0.000156,0.282085,0.001822,0.000058,0.019856,0.000134,0.571668,0.001918,0.122246,0.000025,0.000033
mercier-26.txt,0.00452,0.000552,0.00011,0.096534,0.035094,0.000574,0.726509,0.135321,0.000536,0.000107,0.000141
mercier-27.txt,0.000737,0.281382,0.000018,0.000041,0.00007,0.000721,0.621378,0.000085,0.093642,0.000645,0.001279
mercier-28.txt,0.002493,0.002059,0.000412,0.000935,0.001611,0.002139,0.626534,0.231675,0.131215,0.0004,0.000527
mercier-29.txt,0.000215,0.000178,0.002515,0.000081,0.000139,0.245644,0.556174,0.194801,0.000172,0.000035,0.000046
mercier-30.txt,0.006239,0.000282,0.000056,0.000128,0.000221,0.236212,0.632337,0.122159,0.002239,0.000055,0.000072
mercier-31.txt,0.002153,0.001778,0.000356,0.000808,0.001391,0.076243,0.615475,0.001687,0.299307,0.000346,0.000455
mercier-32.txt,0.00094,0.017024,0.000155,0.000353,0.000608,0.098289,0.409629,0.006153,0.4665,0.000151,0.000199
mercier-33.txt,0.00012,0.000099,0.00002,0.380302,0.000077,0.000792,0.560492,0.048315,0.00974,0.000019,0.000025
mercier-34.txt,0.037344,0.030846,0.006168,0.014008,0.024128,0.247113,0.567327,0.029267,0.029907,0.005998,0.007896
mercier-35.txt,0.000243,0.022589,0.00004,0.212783,0.000157,0.000209,0.598388,0.044968,0.063162,0.000039,0.057422
mercier-36.txt,0.010261,0.013535,0.241052,0.000108,0.000186,0.000248,0.51631,0.000226,0.201345,0.000046,0.016682
mercier-37.txt,0.00004,0.015663,0.295824,0.000015,0.000026,0.000034,0.519609,0.000261,0.099787,0.017245,0.051495
mercier-38.txt,0.000459,0.000379,0.000076,0.248423,0.116499,0.029444,0.461212,0.076947,0.066391,0.000074,0.000097
mercier-39.txt,0.026112,0.021568,0.004313,0.009795,0.016871,0.022409,0.847841,0.020464,0.020912,0.004194,0.005521
mercier-40.txt,0.000375,0.002466,0.049668,0.00014,0.000242,0.008949,0.540576,0.054214,0.341074,0.002217,0.000079
mercier-41.txt,0.003896,0.000176,0.000035,0.273817,0.000138,0.000183,0.603496,0.001395,0.000171,0.000034,0.11666
mercier-42.txt,0.000367,0.000303,0.019102,0.036105,0.000237,0.125143,0.540861,0.271102,0.006641,0.000059,0.000078
mercier-43.txt,0.000018,0.000318,0.000003,0.000007,0.000011,0.148767,0.436418,0.000014,0.000014,0.414427,0.000004
mercier-44.txt,0.000424,0.244461,0.00007,0.000159,0.000274,0.000364,0.660657,0.010097,0.002781,0.080625,0.00009
mercier-45.txt,0.00077,0.000094,0.000019,0.000043,0.002041,0.000754,0.542182,0.045346,0.40871,0.000018,0.000024
vay2002-00.txt,0.013773,0.000382,0.000076,0.000173,0.000299,0.000397,0.66455,0.319809,0.00037,0.000074,0.000098
vay2002-01.txt,0.002711,0.141924,0.000025,0.000056,0.028285,0.275188,0.540416,0.000116,0.011224,0.000024,0.000031
vay2002-02.txt,0.013727,0.090391,0.002267,0.005149,0.008869,0.090833,0.761907,0.010758,0.010993,0.002205,0.002902
vay2002-03.txt,0.173591,0.001757,0.000351,0.000798,0.368797,0.001825,0.399731,0.001667,0.050693,0.000342,0.00045
vay2002-04.txt,0.000311,0.17926,0.000051,0.000117,0.005571,0.277721,0.536361,0.000244,0.000249,0.00005,0.000066
vay2002-05.txt,0.001751,0.002532,0.000023,0.000052,0.022641,0.269922,0.51193,0.005747,0.000917,0.001633,0.182851
vay2002-06.txt,0.387256,0.000447,0.000089,0.000203,0.284149,0.000465,0.326331,0.000424,0.000434,0.000087,0.000114
vay2002-07.txt,0.026112,0.021568,0.004313,0.009795,0.016871,0.17279,0.547077,0.020464,0.171293,0.004194,0.005521
vay2002-08.txt,0.000318,0.27832,0.000052,0.000119,0.036792,0.078934,0.593868,0.011225,0.000254,0.000051,0.000067
vay2002-09.txt,0.000604,0.000499,0.0001,0.000226,0.00039,0.007471,0.509779,0.480223,0.000483,0.000097,0.000128
vay2002-10.txt,0.001646,0.000109,0.000022,0.000049,0.000085,0.00087,0.578986,0.299955,0.000105,0.000021,0.118151
vay2002-11.txt,0.451653,0.000622,0.000124,0.000282,0.121883,0.004982,0.41031,0.00059,0.009274,0.000121,0.000159
vay2002-12.txt,0.00047,0.003093,0.000078,0.213892,0.024651,0.243877,0.483263,0.030126,0.000376,0.000075,0.000099
vay2002-13.txt,0.000124,0.178974,0.000021,0.000047,0.00008,0.265552,0.553528,0.001528,0.000099,0.00002,0.000026
vay2002-14.txt,0.307591,0.311312,0.00011,0.00025,0.00043,0.000572,0.378431,0.000522,0.000534,0.000107,0.000141
vay2002-15.txt,0.000844,0.127126,0.000139,0.000317,0.068622,0.161192,0.55258,0.088189,0.000676,0.000136,0.000179
vay2002-16.txt,0.415645,0.000422,0.000084,0.000192,0.22409,0.000439,0.355183,0.000401,0.000409,0.003026,0.000108
vay2002-17.txt,0.37267,0.000586,0.000117,0.106541,0.000459,0.016959,0.48493,0.016906,0.000568,0.000114,0.00015
vay2002-18.txt,0.421416,0.00979,0.001958,0.004446,0.075919,0.078432,0.384848,0.009289,0.009492,0.001904,0.002506
vay2002-19.txt,0.037344,0.030846,0.006168,0.014008,0.024128,0.032047,0.782392,0.029267,0.029907,0.005998,0.007896
vay2002-20.txt,0.002295,0.001896,0.000379,0.000861,0.014702,0.33244,0.418216,0.001799,0.226558,0.000369,0.000485
vay2002-21.txt,0.00032,0.000264,0.000053,0.212043,0.000207,0.173499,0.590875,0.022364,0.000256,0.000051,0.000068
vay2002-22.txt,0.104496,0.045789,0.000418,0.000949,0.191001,0.002171,0.63566,0.001982,0.016592,0.000406,0.000535
vay2002-23.txt,0.000166,0.000137,0.000027,0.022971,0.000107,0.003006,0.646817,0.285531,0.000133,0.000027,0.041079
vay2002-24.txt,0.528302,0.022848,0.000092,0.000208,0.000359,0.000477,0.312292,0.134771,0.000445,0.000089,0.000117
vay2002-25.txt,0.026112,0.021568,0.004313,0.009795,0.016871,0.022409,0.847841,0.020464,0.020912,0.004194,0.005521
vay2002-26.txt,0.38263,0.000927,0.000185,0.000421,0.136516,0.013896,0.463227,0.00088,0.000899,0.00018,0.000237
vay2002-27.txt,0.000131,0.000109,0.000022,0.008372,0.002355,0.415503,0.416629,0.000103,0.000105,0.025747,0.130925
vay2002-28.txt,0.007078,0.056209,0.000049,0.00011,0.00019,0.447976,0.479332,0.000231,0.008715,0.000047,0.000062
vay2002-29.txt,0.337563,0.002089,0.000418,0.000949,0.045334,0.045871,0.388027,0.147649,0.031159,0.000406,0.000535
vay2002-30.txt,0.210412,0.426567,0.000207,0.00047,0.015234,0.001075,0.343585,0.000981,0.001003,0.000201,0.000265
vay2002-31.txt,0.000054,0.014118,0.206723,0.00002,0.031934,0.268056,0.452719,0.000043,0.000043,0.026278,0.000011
vay2002-32.txt,0.002526,0.103612,0.000062,0.00014,0.116458,0.28871,0.481304,0.006749,0.000299,0.00006,0.000079
vay2002-33.txt,0.354998,0.000167,0.000033,0.000076,0.289783,0.000173,0.354374,0.000158,0.000162,0.000032,0.000043
vay2002-34.txt,0.022699,0.018749,0.003749,0.008515,0.014666,0.280926,0.606285,0.017789,0.018178,0.003646,0.004799
vay2002-35.txt,0.18013,0.001115,0.000223,0.008279,0.008645,0.001158,0.479114,0.319753,0.001081,0.000217,0.000285
vay2002-36.txt,0.000195,0.002404,0.000032,0.000073,0.000126,0.003532,0.560352,0.401656,0.013614,0.000031,0.017985
vay2002-37.txt,0.006654,0.015746,0.000088,0.000199,0.000343,0.370884,0.500958,0.000417,0.104513,0.000085,0.000112
vay2002-38.txt,0.325051,0.239787,0.000116,0.000264,0.000455,0.004658,0.428291,0.000552,0.000564,0.000113,0.000149
vay2002-39.txt,0.277284,0.004791,0.00012,0.000273,0.34407,0.000624,0.354653,0.00057,0.000583,0.016878,0.000154
vay2002-40.txt,0.000511,0.023976,0.000084,0.212175,0.00033,0.121151,0.634883,0.003345,0.003354,0.000082,0.000108
vay2002-41.txt,0.000156,0.186507,0.000026,0.000059,0.000101,0.140592,0.528193,0.000123,0.000125,0.144085,0.000033
vay2002-42.txt,0.118358,0.00105,0.007528,0.000477,0.278904,0.00109,0.590107,0.000996,0.001018,0.000204,0.000269
vay2002-43.txt,0.466714,0.001801,0.00036,0.000818,0.001409,0.001871,0.522763,0.001709,0.001746,0.00035,0.000461
vay2002-44.txt,0.029344,0.00019,0.000038,0.095368,0.000148,0.233109,0.632089,0.00018,0.009448,0.000037,0.000049
vay2002-45.txt,0.000044,0.000036,0.000007,0.030644,0.027113,0.000038,0.661825,0.046103,0.000035,0.111381,0.122774